label,step,time_s,particle_count,stable_duration_s,equilibrium_seen,speed_p50_mps,speed_p90_mps,speed_p95_mps,speed_p99_mps,speed_p99p5_mps,speed_max_mps,speed_rms_mps,mean_squared_speed_m2ps2,top_fraction,top_count,top_speed_mean_mps,top_speed_min_mps,top_speed_max_mps,top_x_mean_m,top_y_mean_m,top_z_mean_m,top_xy_radius_mean_m,top_xy_radius_p95_m,top_near_side_wall_fraction,top_near_ground_fraction,top_near_surface_fraction,top_inside_action_footprint_fraction,top_x_p05_m,top_x_median_m,top_x_p95_m,top_y_p05_m,top_y_median_m,top_y_p95_m,top_z_p05_m,top_z_median_m,top_z_p95_m
dt_0.5_ms,320,0.16,307461,0.0,False,0.0035051852464675903,0.006751668639481068,0.008188907988369465,0.010238001495599752,0.01072342107072473,0.011770574375987053,0.004450829870864573,1.9809886539380352e-05,0.01,3075,0.010788434844433776,0.010238147340714931,0.011770574375987053,-9.675611941936375e-05,0.0001232013721678687,-0.008598576374768423,0.049176048894843255,0.08073196106027006,0.0,0.0,0.5652032520325203,0.8702439024390244,-0.06007088460028172,-1.0226668791801785e-06,0.06006973199546337,-0.060070547834038736,7.855518902033509e-07,0.06007754914462567,-0.021246128156781195,-0.00630825012922287,-0.0013316871249116958
dt_0.5_ms,340,0.17,307461,0.0,False,0.01128318440169096,0.02177867293357849,0.02414192631840706,0.026893188431859026,0.02747053410857918,0.028561724349856377,0.013673717432363995,0.00018697054842013502,0.01,3075,0.027535552080205784,0.02689346671104431,0.028561724349856377,-5.4346965865679345e-05,3.0425128614168487e-05,-0.006547294835923467,0.05513265218792365,0.08856435315560342,0.0,0.0,0.6643902439024391,0.7642276422764228,-0.07008711621165276,-1.000942461359955e-06,0.07008684054017067,-0.06508918926119804,6.979474278523412e-07,0.06659013330936296,-0.016069100610911845,-0.006105917971581221,-0.0011312172049656511
dt_0.5_ms,360,0.18,307461,0.0,False,0.017800744622945786,0.028880365192890167,0.03117126226425171,0.033504242449998854,0.03391883745789528,0.034624941647052765,0.019443532995970823,0.0003780509753654061,0.01,3075,0.033950934886205486,0.03350427374243736,0.034624941647052765,1.074561048001233e-06,-8.617165817557224e-06,-0.005190974447603633,0.05916053738424594,0.09501639687580232,0.0,0.0,0.7447154471544716,0.6848780487804879,-0.07510327249765396,-5.279618449094414e-07,0.07510342299938202,-0.07510787695646286,6.664342322437733e-07,0.07510923519730568,-0.01077965684235096,-0.005784789565950632,-0.0008076850383076817
dt_0.5_ms,380,0.19,307461,0.0,False,0.017771119251847267,0.025706129148602486,0.027167053893208504,0.028383662924170498,0.02850200664252043,0.02864806540310383,0.018306236646793875,0.000335118300168419,0.01,3075,0.028527266657570514,0.028383780270814896,0.02864806540310383,0.0002732884309739532,-0.00028233096705435463,-0.002589930297307125,0.0755118493204126,0.11735547102343148,0.0,0.0,1.0,0.4377235772357724,-0.09014370068907737,6.062750230739766e-07,0.09014974907040596,-0.0901583269238472,3.187917911873228e-07,0.09015686139464378,-0.005488704703748226,-0.0005240261671133339,-0.00048254141584038737
dt_0.5_ms,400,0.2,307461,0.0,False,0.011104637756943703,0.014241993427276611,0.014516105875372887,0.014873548038303852,0.015029234159737831,0.015507116913795471,0.010881240154531025,0.00011840138730057837,0.01,3075,0.015071748930324869,0.014873555861413479,0.015507116913795471,0.0016289662611055028,-0.0006041100962729097,-0.0030344803436806924,0.31023809311232453,0.3428279105330529,0.6608130081300813,0.0,0.9115447154471544,0.0,-0.30022541582584383,0.005007422994822264,0.30022554397583007,-0.3002187877893448,-0.005001729819923639,0.3002189457416534,-0.010448359604924917,-0.0006715464987792075,-0.00036594723060261473
dt_0.5_ms,420,0.21,307461,0.0,False,0.0019255479564890265,0.004221547394990921,0.004842445719987154,0.005691275279968977,0.005927128251641991,0.006873915903270245,0.0025934042671914865,6.72574569308701e-06,0.01,3075,0.005968472860844397,0.005691280588507652,0.006873915903270245,-0.0001014370836795795,0.00015234471641624418,-0.004298232810082467,0.15439104575252147,0.4144576922800267,0.2497560975609756,0.0,0.7915447154471544,0.5385365853658537,-0.29538045525550843,-1.9366580090718344e-06,0.2953806042671204,-0.29537359774112704,7.238333523673646e-07,0.29537343978881836,-0.010768367815762759,-0.0052109332755208015,-0.00023730960092507302
dt_0.5_ms,440,0.22,307461,0.0,False,0.009423949755728245,0.017951970919966698,0.01981404796242714,0.02166218087077141,0.021967153809964658,0.022428395226597786,0.011331405318098118,0.00012840074648302232,0.01,3075,0.022001726246946227,0.02166222222149372,0.022428395226597786,-5.917405360309812e-05,0.00010873366897815979,-0.0040884805015265575,0.06280690078463451,0.10044343745455964,0.0,0.0,0.7973983739837398,0.6367479674796748,-0.0751496635377407,-1.3262393849799992e-06,0.07514972612261772,-0.07515710070729256,7.315589982681558e-07,0.07515963241457939,-0.010346268396824598,-0.005357341840863228,-0.0003856496565276757
dt_0.5_ms,460,0.23,307461,0.0,False,0.016236811876296997,0.025610780343413353,0.027726752683520317,0.029881911724805837,0.030240895412862304,0.030783414840698242,0.01752164062957968,0.00030700789035213743,0.01,3075,0.030260259697471207,0.029882054775953293,0.030783414840698242,9.223709901433717e-05,-0.00011773403592759285,-0.0054691530866131976,0.057309569068407805,0.09234213118845273,0.0,0.0,0.7073170731707317,0.71869918699187,-0.07011948749423028,-5.379274625738617e-07,0.07011996358633041,-0.07012427747249603,7.121186627045972e-07,0.07012424096465111,-0.015591699164360762,-0.005629917606711388,-0.0006584695540368557
dt_0.5_ms,480,0.24,307461,0.0,False,0.017128974199295044,0.02407928742468357,0.025595150887966156,0.0274185422807932,0.027775593660771848,0.028371397405862808,0.017475909166030795,0.00030540740117935915,0.01,3075,0.027806024386025058,0.027418723329901695,0.028371397405862808,6.77301687491372e-05,-5.4175468834076266e-05,-0.006767338021029907,0.05422050700312212,0.08527935768192194,0.0,0.0,0.6292682926829268,0.7895934959349593,-0.06509406417608261,-5.440015797830711e-07,0.06509402841329574,-0.06509701982140541,7.012978358034161e-07,0.06509790644049644,-0.015893994458019735,-0.0059315115213394165,-0.0009588373999577015
dt_0.5_ms,500,0.25,307461,0.0,False,0.011742962524294853,0.014748108573257923,0.015013020485639572,0.015434966050088409,0.015532853547483684,0.015797516331076622,0.011438418662781348,0.00013083742150506465,0.01,3075,0.015548462426456494,0.0154350521042943,0.015797516331076622,0.0010034099577161783,-0.000986598605697643,-0.00571682232331742,0.2105583205619856,0.29069591667385225,0.032520325203252036,0.0,0.7313821138211382,0.25626016260162604,-0.2769660800695418,1.5972248945672618e-07,0.2803928256034851,-0.28042231798171996,5.701352279174898e-07,0.28042147755622865,-0.011219945643097163,-0.006151313427835703,-0.0010391788673587143
dt_0.5_ms,520,0.26,307461,0.0,False,0.0022441456094384193,0.004826408810913563,0.005755647085607052,0.00720578357577324,0.007506535062566412,0.007955246604979038,0.0030916678930231474,9.558410360750188e-06,0.01,3075,0.007509106159725083,0.007205806206911802,0.007955246604979038,0.000272088041150473,-0.00025754940703632385,-0.016255763353234746,0.39440519242204564,0.4180899410385417,0.5447154471544715,0.0,0.2943089430894309,0.0,-0.3002519756555557,0.24556738138198853,0.30025193095207214,-0.30024745464324953,-0.24556857347488403,0.30024680197238923,-0.03615593798458576,-0.016261102631688118,-0.0011713624815456575
dt_0.5_ms,540,0.27,307461,0.0,False,0.007137687411159277,0.014751850627362728,0.01645265705883503,0.01839355379343033,0.018802295997738843,0.019571322947740555,0.009040931265739379,8.173843815182386e-05,0.01,3075,0.018845169695048798,0.01839357614517212,0.019571322947740555,-9.987633144855871e-05,7.282623802239922e-05,-0.006321182261160537,0.05577553322894205,0.09024619266047038,0.0,0.0,0.6816260162601626,0.7492682926829268,-0.07008021026849746,-1.2550110568554373e-06,0.07008032351732255,-0.07008225321769715,7.468034937119228e-07,0.07008331492543221,-0.016073266603052618,-0.006106125190854073,-0.0011285671731457113
dt_0.5_ms,560,0.28,307461,0.0,False,0.013783990405499935,0.02274065837264061,0.02481524832546711,0.027258165180683136,0.02777016535401345,0.028754347935318947,0.015234766844883897,0.00023209812081797368,0.01,3075,0.027835824521091894,0.027258187532424927,0.028754347935318947,-8.688586175997438e-05,-4.1150665388519285e-05,-0.006617638650672071,0.054034749381171775,0.08642185043567042,0.0,0.0,0.6426016260162601,0.7850406504065041,-0.06508108302950859,-9.176188200399338e-07,0.06507951468229294,-0.0650846816599369,7.338705927395495e-07,0.06508582830429077,-0.015836679749190806,-0.005864346399903297,-0.0008880907960701733
dt_0.5_ms,580,0.29,307461,0.0,False,0.015393353998661041,0.022631894797086716,0.024221790954470634,0.026194647699594512,0.0266100374981761,0.02739645540714264,0.016028501241486227,0.00025691285204832554,0.01,3075,0.026662147018483014,0.026195039972662926,0.02739645540714264,1.7314881003095137e-05,-0.00011116961630644765,-0.006236054763572699,0.054617881060294644,0.08644180251747363,0.0,0.0,0.6461788617886178,0.7788617886178861,-0.06509283185005188,-4.805038997801603e-07,0.0650923416018486,-0.0650963231921196,6.920033115420665e-07,0.0650971919298172,-0.015558438096195459,-0.005582890007644892,-0.0006021973851602525
dt_0.5_ms,600,0.3,307461,0.0,False,0.011433430947363377,0.015067433007061481,0.015411024913191795,0.015930425375699997,0.01604039706289768,0.0161915123462677,0.011321510170513442,0.00012817659254103932,0.01,3075,0.01604517522078704,0.015930425375699997,0.0161915123462677,0.0007566715731705945,-0.00041086544573347645,-0.006779763944270998,0.053540292707718505,0.08212424183542467,0.0,0.0,0.5850406504065041,0.808130081300813,-0.06509948149323463,8.94017944119696e-07,0.06510497033596038,-0.06510804742574691,5.185200393498235e-07,0.06510665640234947,-0.015343328751623631,-0.005369545891880989,-0.00037959634501021354
dt_0.5_ms,620,0.31,307461,0.0,False,0.003363456344231963,0.005451463628560305,0.00601178640499711,0.00671413838863373,0.006871169665828347,0.0071600028313696384,0.0037446637242901366,1.4022506408014478e-05,0.01,3075,0.006892135807623466,0.006714195944368839,0.0071600028313696384,0.001820854583406836,-0.002226617268430508,-0.004814572058404167,0.36907772341562145,0.4039949745603378,0.31089430894308945,0.0,0.7954471544715447,0.0,-0.29056504666805266,0.1955571174621582,0.290567147731781,-0.295341432094574,-0.2005676031112671,0.29534122049808503,-0.011037252563983201,-0.005782593972980976,-0.0006443386140745133
dt_0.5_ms,640,0.32,307461,0.0,False,0.005922046955674887,0.011119337752461433,0.012454209849238396,0.014128388464450843,0.014507352467626335,0.015275362879037857,0.007130289189921504,5.0841023931911455e-05,0.01,3075,0.014555920298870017,0.014128569513559341,0.015275362879037857,-0.00012934193374005608,7.294223033505332e-05,-0.005419440851177702,0.05629416475984108,0.09162222270599732,0.0,0.0,0.6923577235772358,0.7388617886178862,-0.07014841213822365,-1.3076853520033183e-06,0.0701481468975544,-0.07015313655138015,7.97782490735699e-07,0.0701545611023903,-0.015324465092271566,-0.0053530484437942505,-0.00037668588920496403
dt_0.5_ms,660,0.33,307461,0.0,False,0.012266142293810844,0.019201824441552162,0.020875344052910805,0.02293652892112733,0.023380322568118575,0.024235660210251808,0.013217960193984806,0.00017471447168976688,0.01,3075,0.02343745856750302,0.0229367446154356,0.024235660210251808,9.115525560302533e-06,-1.1801000510118226e-05,-0.006215032702103651,0.054419735274415196,0.08751235182914711,0.0,0.0,0.646829268292683,0.7811382113821138,-0.06514429897069932,-5.46168905657396e-07,0.06514329314231873,-0.06514991521835327,8.033480867197795e-07,0.06515078619122505,-0.015521356742829085,-0.005551678128540516,-0.0005788982030935586
dt_0.5_ms,680,0.34,307461,0.0,False,0.014390711672604084,0.020496610552072525,0.021843547001481056,0.02341754473745823,0.023719870857894423,0.02423757314682007,0.014748154829066586,0.00021750807086212006,0.01,3075,0.023751314031641657,0.023417549207806587,0.02423757314682007,6.123038745965869e-05,-9.000019289430839e-05,-0.0063934502247304514,0.05479133967253508,0.08749823514877005,0.0,0.0,0.6484552845528455,0.7752845528455284,-0.06513329222798347,-5.411765187091078e-07,0.06513208970427513,-0.07014131620526314,7.42760448702029e-07,0.06664141789078576,-0.015761392749845983,-0.005796147044748068,-0.0008236065856181085
dt_0.5_ms,700,0.35000000000000003,307461,0.0,False,0.01140511967241764,0.014807922765612602,0.015287494286894798,0.015732334926724434,0.01578326728194952,0.015817929059267044,0.011232954217345461,0.00012617926044897917,0.01,3075,0.015779394932030663,0.01573234051465988,0.015817929059267044,0.000909894588319711,-0.0003555134432014791,-0.005554036893011109,0.06081050060006037,0.09317211579728638,0.0,0.0,0.719349593495935,0.6601626016260163,-0.07011719420552254,9.92566128843464e-07,0.07012004405260086,-0.07513653114438057,4.645449678264413e-07,0.07513712421059608,-0.010980907175689936,-0.005997157655656338,-0.001023878192063421
dt_0.5_ms,720,0.36,307461,0.0,False,0.004424514248967171,0.00637417659163475,0.006803993601351976,0.007409646641463043,0.007563798688352109,0.007979268208146095,0.004629644472923267,2.1433607945668958e-05,0.01,3075,0.00758733657620302,0.007409701123833656,0.007979268208146095,0.001292214102861358,-0.0020091189165425496,-0.01003342008979128,0.3836984606558624,0.4111084456467181,0.3752845528455285,0.0,0.4741463414634146,0.0,-0.29545444846153257,0.22061999142169952,0.2954618602991104,-0.29546782076358796,-0.2256147861480713,0.29545128643512725,-0.021437044814229013,-0.011209444142878056,-0.0011854146840050818
dt_0.5_ms,740,0.37,307461,0.0,False,0.00452866405248642,0.008820222690701485,0.009752719663083553,0.01085689924657345,0.011105995718389753,0.011593878269195557,0.005540387870932657,3.06958977603777e-05,0.01,3075,0.011137730968374062,0.01085694506764412,0.011593878269195557,-0.00025448603408113006,-1.6612782163399637e-05,-0.0050537781270478315,0.06073654458910558,0.0987334824217806,0.0,0.0,0.7801626016260162,0.6575609756097561,-0.0750913679599762,-1.7404049685865175e-06,0.07508955970406532,-0.07509487569332123,7.890577080615913e-07,0.07509657293558121,-0.011029941029846668,-0.006042427849024534,-0.001069462124723941
dt_0.5_ms,760,0.38,307461,0.0,False,0.010347808711230755,0.016661472618579865,0.018058108165860176,0.01966311112046242,0.020000442676246167,0.020661422982811928,0.01126206074613163,0.0001268340122495589,0.01,3075,0.02003701618228986,0.019663123413920403,0.020661422982811928,-0.00015519834255947967,0.00011196313612687874,-0.005692778045777232,0.05718627022995735,0.09230285016805417,0.0,0.0,0.7147967479674797,0.7177235772357724,-0.07007668018341065,-1.430476345376519e-06,0.07007584348320961,-0.07008303701877594,7.775702215440106e-07,0.07008505761623382,-0.01585180629044771,-0.005882578436285257,-0.0009082877833861858
dt_0.5_ms,780,0.39,307461,0.0,False,0.01283196359872818,0.018681734800338745,0.019934512674808502,0.02134220264852047,0.021615380793809893,0.022122813388705254,0.013269635532683255,0.00017608322717025,0.01,3075,0.02164386273520749,0.02134227193892002,0.022122813388705254,7.579578034040142e-06,0.00011685457837186992,-0.005270216058053803,0.05810737522490573,0.09405450071344441,0.0,0.0,0.7300813008130081,0.7014634146341463,-0.07008567973971366,-4.633380683571886e-07,0.07008473798632622,-0.07009255811572075,7.797335115355963e-07,0.07009459361433983,-0.015635905042290687,-0.005666054785251617,-0.0006898989609908313
dt_0.5_ms,800,0.4,307461,0.0,False,0.010831381194293499,0.014447120949625969,0.014992299489676952,0.015519289486110211,0.015590694267302752,0.015658123418688774,0.010745913857791996,0.00011547466463908606,0.01,3075,0.015589494959307395,0.015519324690103531,0.015658123418688774,0.0009601729166002816,-0.00012251690579834362,-0.004529985175221947,0.062309317469225196,0.09938325551266199,0.0,0.0,0.7717073170731708,0.6471544715447154,-0.07510346099734307,1.2338286978774704e-06,0.07510705292224884,-0.07511146441102028,6.407279897757689e-07,0.07511233687400817,-0.010467756260186433,-0.00547355692833662,-0.0004964920983184129
dt_0.5_ms,820,0.41000000000000003,307461,0.0,False,0.005066290032118559,0.0069090453907847404,0.007276641204953194,0.00774462725967169,0.007842621859163046,0.008059132844209671,0.005134505188449417,2.6363143530213978e-05,0.01,3075,0.007856056255447429,0.0077446806244552135,0.008059132844209671,0.001553933935436776,-0.0002657564481099447,-0.004124560339293042,0.3508949438835561,0.3899905424155282,0.13040650406504065,0.0,0.8448780487804878,0.0,-0.2805206209421158,0.19054029881954193,0.2805196940898895,-0.280520361661911,-0.1905371993780136,0.2819976001977907,-0.011098818387836218,-0.0011322034988552332,-0.000760462001198903
dt_0.5_ms,840,0.42,307461,0.0,False,0.004080517683178186,0.006440700963139534,0.006942209787666798,0.007477550208568573,0.007563442364335064,0.007696036249399185,0.004409829752997843,1.944659845042502e-05,0.01,3075,0.007582101504189697,0.007477561943233013,0.007696036249399185,-0.0008377895020330877,0.0004982338815091537,-0.00217820777106326,0.07761677725971389,0.12773204655131754,0.0,0.0,1.0,0.4377235772357724,-0.09519160836935044,-3.2173163617699174e-06,0.0951909713447094,-0.0901938796043396,9.931874274116126e-07,0.09019762203097344,-0.005400464218109846,-0.00043878419091925025,-0.00041260859288740905
dt_0.5_ms,860,0.43,307461,0.0,False,0.009156609885394573,0.013629480265080929,0.014641186222434044,0.015851171687245376,0.016110471077263357,0.016588661819696426,0.009584334474126252,9.185946731192493e-05,0.01,3075,0.016147121624127635,0.015851367264986038,0.016588661819696426,-0.00010648975470583701,0.0001578023515736741,-0.004209222839047329,0.06287827061827181,0.10075882197849179,0.0,0.0,0.800650406504065,0.6351219512195122,-0.0751642756164074,-1.541124447612674e-06,0.07516347840428353,-0.0751707375049591,8.344366619894572e-07,0.0751734122633934,-0.010498540103435516,-0.005508763249963522,-0.0005375234177336097
