result_path,valid,objective_mm,loaded_rmse_mm,residual_footprint_rmse_mm,residual_footprint_mean_signed_mm,log10_E,E_pa,phi_deg,nu,particle_spacing_m,particle_size_ratio,candidate_h0_rmse_mm,loaded_acceptance_mode,label,n_grid,dt_s,particle_size_m
/data/christoa/Chrono/tera_splat/outputs/validity_experiment/numerical_diagnosis/matrix_n64_p10mm_dt0p25ms/study_3canc9fu/trials/iteration_000/result.json,True,10.86601403817741,2.979454607023754,15.773118862307312,15.72543561021295,4.310328487292889,20432.828380658964,14.727052951461,0.10189453643386188,0.01,1.0,3.8446534890681505,equilibrium,n64_dt0p25,64,0.00025,0.01
/data/christoa/Chrono/tera_splat/outputs/validity_experiment/numerical_diagnosis/matrix_n64_p10mm_dt0p5ms/study_ea7fu8mn/trials/iteration_000/result.json,True,9.021794703201522,2.297582416879626,13.448424572643791,13.222716626936755,4.310328487292889,20432.828380658964,14.727052951461,0.10189453643386188,0.01,1.0,4.165139980614185,fixed_duration,n64_dt0p5,64,0.0005,0.01
/data/christoa/Chrono/tera_splat/outputs/validity_experiment/numerical_diagnosis/matrix_n128_p5mm_dt0p25ms/study_d502sg1m/trials/iteration_000/result.json,True,10.071473751364199,2.46804806031338,15.20685138210164,14.546930973997885,4.310328487292889,20432.828380658964,14.727052951461,0.10189453643386188,0.005,1.0,0.5312958965077996,fixed_duration,n128_dt0p25,128,0.00025,0.005
/data/christoa/Chrono/tera_splat/outputs/validity_experiment/bayesopt/A0_oracle_guided_offset_5mm_gate6mm_5mm_n128_incumbent_raw_20260830/study_ykep3esa/trials/iteration_000/result.json,True,8.705098789050906,1.864202126789415,13.68179332452298,12.959310095784923,4.310328487292889,20432.828380658964,14.727052951461,0.10189453643386188,0.005,1.0,0.8762434008531272,equilibrium,n128_dt0p5,128,0.0005,0.005
