phase,axis,coordinate_m,chrono_response_mm,genesis_response_mm,error_mm
residual,x,0.25000000000000006,0.0,0.3534964621067047,0.3534964621067047
residual,x,0.25500000000000006,0.0,0.3584407866001129,0.3584407866001129
residual,x,0.26000000000000006,0.0,0.37388089299201965,0.37388089299201965
residual,x,0.26500000000000007,0.0,0.3988283574581146,0.3988283574581146
residual,x,0.2700000000000001,0.0,0.43345528841018677,0.43345528841018677
residual,x,0.2750000000000001,0.0,0.49468734860420227,0.49468734860420227
residual,x,0.27999999999999997,0.0,0.6927964091300964,0.6927964091300964
residual,x,0.285,0.0,1.047733187675476,1.047733187675476
residual,x,0.29,0.0,1.5475026369094849,1.5475026369094849
residual,x,0.295,0.0,1.9460781812667847,1.9460781812667847
residual,y,-0.295,0.0,1.8617873191833496,1.8617873191833496
residual,y,-0.29,0.0,1.4785106182098389,1.4785106182098389
residual,y,-0.285,0.0,0.9991642832756042,0.9991642832756042
residual,y,-0.27999999999999997,0.0,0.6562681198120117,0.6562681198120117
residual,y,-0.27499999999999997,0.0,0.46299466490745544,0.46299466490745544
residual,y,-0.27,0.0,0.4017188847064972,0.4017188847064972
residual,y,-0.265,0.0,0.3680044412612915,0.3680044412612915
residual,y,-0.26,0.0,0.34505805373191833,0.34505805373191833
residual,y,-0.255,0.0,0.33263808488845825,0.33263808488845825
residual,y,-0.25,0.0,0.32928574085235596,0.32928574085235596
residual,y,-0.245,0.0,0.33407828211784363,0.33407828211784363
residual,y,-0.24,0.0,0.3468981683254242,0.3468981683254242
residual,y,-0.235,0.0,0.36372965574264526,0.36372965574264526
residual,y,-0.22999999999999998,0.0,0.38240984082221985,0.38240984082221985
residual,y,-0.22499999999999998,0.0,0.4029071629047394,0.4029071629047394
residual,y,-0.21999999999999997,0.0,0.42330384254455566,0.42330384254455566
residual,y,-0.21499999999999997,0.0,0.442687064409256,0.442687064409256
residual,y,-0.21,0.0,0.460988849401474,0.460988849401474
residual,y,-0.205,0.0,0.4793397784233093,0.4793397784233093
residual,y,-0.19999999999999998,0.0,0.4987472891807556,0.4987472891807556
residual,y,-0.195,0.0,0.519277811050415,0.519277811050415
residual,y,-0.19,0.0,0.5407845377922058,0.5407845377922058
residual,y,-0.185,0.0,0.5628968477249146,0.5628968477249146
