radius_lower_m,radius_upper_m,radius_center_m,count,jp_mean,jp_rmse,jp_p05,jp_median,jp_p95,delta_jp_mean,delta_jp_rmse,delta_jp_p05,delta_jp_median,delta_jp_p95,det_f_mean,det_f_rmse,det_f_p05,det_f_median,det_f_p95,delta_det_f_mean,delta_det_f_rmse,delta_det_f_p05,delta_det_f_median,delta_det_f_p95,vertical_displacement_mm_mean,vertical_displacement_mm_rmse,vertical_displacement_mm_p05,vertical_displacement_mm_median,vertical_displacement_mm_p95,phase,inside_action_radius
0.265,0.27,0.2675,7082,7.40733667043969e-05,0.0007291880901902914,0.0,0.0,0.0,7.40733667043969e-05,0.0007291880901902914,0.0,0.0,0.0,0.9346170425415039,0.9354924559593201,0.8588125705718994,0.9362910985946655,0.9938715100288391,-0.004930103663355112,0.006180242635309696,-0.011072513647377491,-0.004861116409301758,0.0011834348551928997,0.06840839982032776,0.14887095987796783,-0.07995106279850006,-0.004561617970466614,0.3029687702655792,loaded,False
0.27,0.275,0.2725,7126,9.816483361646533e-05,0.000868848233949393,0.0,0.0,0.0,9.816483361646533e-05,0.000868848233949393,0.0,0.0,0.0,0.9372497797012329,0.9380914568901062,0.8604868054389954,0.9399274587631226,0.9945259690284729,-0.004703217651695013,0.006054928991943598,-0.010932385921478271,-0.004763394594192505,0.0018050223588943481,0.060704268515110016,0.14465956389904022,-0.0846516340970993,-0.008968636393547058,0.3009148836135864,loaded,False
0.275,0.28,0.2775,7021,7.763441681163386e-05,0.0007905528182163835,0.0,0.0,0.0,7.763441681163386e-05,0.0007905528182163835,0.0,0.0,0.0,0.9361143112182617,0.9369561076164246,0.8562633991241455,0.9384157657623291,0.993705153465271,-0.004424854647368193,0.005964417476207018,-0.010862410068511963,-0.004479944705963135,0.0023218393325805664,0.044939231127500534,0.1382744014263153,-0.09068846702575684,-0.01728534698486328,0.28846412897109985,loaded,False
0.28,0.28500000000000003,0.28250000000000003,7588,9.903358295559883e-05,0.0009200398926623166,0.0,0.0,0.0,9.903358295559883e-05,0.0009200398926623166,0.0,0.0,0.0,0.9383779764175415,0.939206063747406,0.8599392771720886,0.9428471326828003,0.9940844178199768,-0.0040331678465008736,0.005846518091857433,-0.010598242282867432,-0.004140257835388184,0.002879500389099121,0.033719707280397415,0.170626699924469,-0.14503225684165955,-0.021480023860931396,0.29891061782836914,loaded,False
0.28500000000000003,0.29,0.2875,7477,0.00022563022503163666,0.002102184807881713,0.0,0.0,0.0,0.0001975911291083321,0.0017901976825669408,0.0,0.0,0.0,0.9424595832824707,0.9432680010795593,0.8619793653488159,0.951092541217804,0.9944749474525452,-0.0035235655959695578,0.005829242058098316,-0.010243678465485573,-0.003593146800994873,0.0038918000645935535,0.009987358003854752,0.2520861327648163,-0.5432203412055969,-0.027447938919067383,0.3315173089504242,loaded,False
0.29,0.295,0.2925,7701,0.0005537164397537708,0.003592448076233268,0.0,0.0,0.0,0.0004881987697444856,0.0032175350934267044,0.0,0.0,0.0,0.9417418241500854,0.9426190257072449,0.8593056201934814,0.951059877872467,0.9972925186157227,-0.003091047517955303,0.007168175186961889,-0.011710047721862793,-0.0032963156700134277,0.005582571029663086,-0.015075216069817543,0.35534781217575073,-0.5996227264404297,-0.033371150493621826,0.5143871307373047,loaded,False
0.295,0.3,0.2975,7668,0.0010072392178699374,0.009626385755836964,0.0,0.0,0.0,0.0008713957504369318,0.0077155595645308495,0.0,0.0,0.0,0.9397207498550415,0.9406704902648926,0.8488926887512207,0.9483553171157837,0.9988723397254944,-0.00357941840775311,0.010308915749192238,-0.01699717901647091,-0.003351747989654541,0.006111868657171726,-0.038492847234010696,0.4792446494102478,-0.89798903465271,-0.040821731090545654,0.7570697665214539,loaded,False
0.3,0.305,0.3025,7440,0.0017437314381822944,0.01654883846640587,0.0,0.0,0.0,0.0014443451073020697,0.012836676090955734,0.0,0.0,0.0,0.9323369264602661,0.9334555864334106,0.842059850692749,0.9386988282203674,0.9971763491630554,-0.004704644437879324,0.012518434785306454,-0.024243932217359543,-0.00407719612121582,0.0059909578412771225,-0.06731034070253372,0.5602251291275024,-1.0617852210998535,-0.04614144563674927,0.8624176979064941,loaded,False
0.305,0.31,0.3075,6894,0.0021145145874470472,0.019562052562832832,0.0,0.0,0.0,0.0017077418742701411,0.015095454640686512,0.0,0.0,0.0,0.9338435530662537,0.9349608421325684,0.8459599018096924,0.9421682953834534,0.9977487325668335,-0.004810663405805826,0.012285559438169003,-0.023923207074403763,-0.0042261481285095215,0.005883099511265755,-0.07292613387107849,0.5454680919647217,-1.045688271522522,-0.04907883703708649,0.7408937215805054,loaded,False
0.31,0.315,0.3125,5569,0.0020783136133104563,0.019362442195415497,0.0,0.0,0.0,0.0016874694265425205,0.015014944598078728,0.0,0.0,0.0,0.935538113117218,0.9365974068641663,0.8467451333999634,0.9437143206596375,0.9975382685661316,-0.004250845871865749,0.01140341442078352,-0.02063228003680706,-0.0038670897483825684,0.0058408272452652454,-0.08417966961860657,0.5204451084136963,-0.9842664003372192,-0.05682557821273804,0.6987029910087585,loaded,False
0.315,0.32,0.3175,5173,0.0018456487450748682,0.01828177645802498,0.0,0.0,0.0,0.001492050476372242,0.014127006754279137,0.0,0.0,0.0,0.934062123298645,0.9351603984832764,0.8406158685684204,0.9413110613822937,0.996502697467804,-0.004347610287368298,0.01106173638254404,-0.020320285111665726,-0.0038362741470336914,0.005414268467575312,-0.08289512991905212,0.4910830557346344,-0.9516611695289612,-0.060930848121643066,0.6588098406791687,loaded,False
0.32,0.325,0.3225,4608,0.0018735554767772555,0.01809760183095932,0.0,0.0,0.0,0.0015172669664025307,0.014007190242409706,0.0,0.0,0.0,0.9367232918739319,0.9377910494804382,0.8472158312797546,0.9449365735054016,0.9976908564567566,-0.004208890721201897,0.01139275636523962,-0.020665684714913368,-0.0037376880645751953,0.00551876425743103,-0.0879003182053566,0.48153388500213623,-0.942017138004303,-0.06959773600101471,0.6497451066970825,loaded,False
0.325,0.33,0.3275,4492,0.001378156361170113,0.015276608988642693,0.0,0.0,0.0,0.0011273518903180957,0.011830639094114304,0.0,0.0,0.0,0.9341802000999451,0.9352691769599915,0.8406050205230713,0.9426053762435913,0.9949878454208374,-0.004294523503631353,0.010882829315960407,-0.019961323589086533,-0.003720581531524658,0.00565556064248085,-0.09999777376651764,0.45292240381240845,-0.8392110466957092,-0.08091703057289124,0.6161746382713318,loaded,False
0.33,0.335,0.3325,4128,0.0016736285760998726,0.017490675672888756,0.0,0.0,0.0,0.0013505881652235985,0.01346399076282978,0.0,0.0,0.0,0.9375878572463989,0.9386564493179321,0.8482803106307983,0.9472994208335876,0.9958769679069519,-0.004054944962263107,0.01059748511761427,-0.018214816227555275,-0.003600776195526123,0.005851529538631439,-0.12511809170246124,0.463392436504364,-0.9334705471992493,-0.0903494656085968,0.48243018984794617,loaded,False
0.335,0.34,0.3375,3566,0.0017198665300384164,0.01718471571803093,0.0,0.0,0.0,0.001406766939908266,0.013292128220200539,0.0,0.0,0.0,0.9364583492279053,0.937554121017456,0.8400439023971558,0.9464597702026367,0.9952017664909363,-0.0037977895699441433,0.010905208066105843,-0.01902487874031067,-0.003229767084121704,0.00585193932056427,-0.13995061814785004,0.47283047437667847,-0.9338594675064087,-0.11196359992027283,0.5815024375915527,loaded,False
0.34,0.34500000000000003,0.3425,3611,0.0015548254596069455,0.01612715609371662,0.0,0.0,0.0,0.001275249058380723,0.012456633150577545,0.0,0.0,0.0,0.9358373880386353,0.9369282126426697,0.847116231918335,0.9441164135932922,0.9948305487632751,-0.00420332932844758,0.011125234887003899,-0.01949802041053772,-0.003851771354675293,0.005283623933792114,-0.1511080265045166,0.4595734775066376,-0.924635648727417,-0.1323893666267395,0.5525023937225342,loaded,False
0.34500000000000003,0.35000000000000003,0.34750000000000003,3119,0.0017277055885642767,0.01721278391778469,0.0,0.0,0.0,0.0014093484496697783,0.013245685026049614,0.0,0.0,0.0,0.936841607093811,0.9379265308380127,0.8484784364700317,0.9474538564682007,0.9941955208778381,-0.003851697314530611,0.011444449424743652,-0.020946333184838295,-0.0031533241271972656,0.0061388821341097355,-0.19725960493087769,0.48908403515815735,-0.9463101625442505,-0.17002224922180176,0.5204759240150452,loaded,False
0.35000000000000003,0.355,0.35250000000000004,2999,0.001870123902335763,0.017467215657234192,0.0,0.0,0.0,0.001528392662294209,0.013400651514530182,0.0,0.0,0.0,0.9344757795333862,0.9356343150138855,0.8385031819343567,0.9443331360816956,0.9944174885749817,-0.004229256417602301,0.011656775139272213,-0.020942652598023415,-0.0037963390350341797,0.00577758951112628,-0.21915516257286072,0.502977728843689,-0.9469635486602783,-0.21474063396453857,0.5359504222869873,loaded,False
0.355,0.36,0.3575,2793,0.0019221864640712738,0.01797824539244175,0.0,0.0,0.0,0.0015607677632942796,0.013712453655898571,0.0,0.0,0.0,0.9387840032577515,0.9398322701454163,0.8468180894851685,0.9491028785705566,0.9947459697723389,-0.003614777931943536,0.010939370840787888,-0.019657373428344727,-0.0033452510833740234,0.006088183261454105,-0.25770267844200134,0.5218507051467896,-0.9625732898712158,-0.2593137323856354,0.4889625310897827,loaded,False
0.36,0.365,0.3625,2265,0.002241226378828287,0.018814146518707275,0.0,0.0,0.0,0.0018284522229805589,0.014342270791530609,0.0,0.0,0.0,0.934846818447113,0.9360505938529968,0.83806973695755,0.9466558694839478,0.9948390126228333,-0.0040053073316812515,0.012574492953717709,-0.023129533976316452,-0.003585636615753174,0.006979198195040226,-0.3000951111316681,0.5627132058143616,-1.0149911642074585,-0.325128436088562,0.5159531235694885,loaded,False
0.365,0.37,0.3675,2530,0.0021197879686951637,0.018993377685546875,0.0,0.0,0.0,0.001713173813186586,0.014394374564290047,0.0,0.0,0.0,0.9372491836547852,0.9382838010787964,0.846218466758728,0.9460176825523376,0.994379997253418,-0.003923627082258463,0.011517469771206379,-0.02131000906229019,-0.003698885440826416,0.006517510861158371,-0.334272563457489,0.5706816911697388,-1.0178790092468262,-0.3587789833545685,0.44542643427848816,loaded,False
0.37,0.375,0.3725,1945,0.0024338290095329285,0.019309744238853455,0.0,0.0,0.0,0.002008080715313554,0.014756794087588787,0.0,0.0,0.0,0.9385004639625549,0.9395942091941833,0.8453369140625,0.9505389928817749,0.9974454045295715,-0.003406133037060499,0.012570973485708237,-0.02302722819149494,-0.003183722496032715,0.008197900839149952,-0.38399240374565125,0.6181987524032593,-1.1049672365188599,-0.4075765609741211,0.4708986282348633,loaded,False
0.375,0.38,0.3775,1995,0.0024730246514081955,0.020507104694843292,0.0,0.0,0.0,0.0019999374635517597,0.015545682981610298,0.0,0.0,0.0,0.9360071420669556,0.9370899200439453,0.845079243183136,0.9472893476486206,0.9935610294342041,-0.003533673007041216,0.01231491006910801,-0.022920822724699974,-0.0033725500106811523,0.009265541099011898,-0.42865434288978577,0.6490398645401001,-1.1652007102966309,-0.4531070590019226,0.37100377678871155,loaded,False
0.38,0.385,0.3825,1664,0.003047432517632842,0.022612061351537704,0.0,0.0,0.008492585271596909,0.0024387219455093145,0.016936786472797394,0.0,0.0,0.008492585271596909,0.9410037994384766,0.94205641746521,0.84771329164505,0.9540632367134094,0.9999993443489075,-0.0024755613412708044,0.012090882286429405,-0.021470066159963608,-0.002228260040283203,0.008128478191792965,-0.49393531680107117,0.7313328981399536,-1.2204084396362305,-0.5465689897537231,0.4921412765979767,loaded,False
0.385,0.39,0.3875,1213,0.00339302234351635,0.02334992215037346,0.0,0.0,0.005260821897536516,0.0028091054409742355,0.018018335103988647,0.0,0.0,0.005260821897536516,0.9334766268730164,0.9347135424613953,0.8479141592979431,0.9471033811569214,0.9999992847442627,-0.0027335931081324816,0.015286292880773544,-0.02466108836233616,-0.002653360366821289,0.013364307582378387,-0.5832971334457397,0.8208895325660706,-1.380389928817749,-0.6330087780952454,0.4215192198753357,loaded,False
0.39,0.395,0.3925,1622,0.00322732119821012,0.023508824408054352,0.0,0.0,0.00733944121748209,0.0024950478691607714,0.017106663435697556,0.0,0.0,0.00733944121748209,0.9426295161247253,0.9436629414558411,0.8537896871566772,0.9559739828109741,0.999999463558197,-0.002872050739824772,0.012164260260760784,-0.023019462823867798,-0.002522885799407959,0.009368402883410454,-0.6328397393226624,0.8765378594398499,-1.3790212869644165,-0.676067590713501,0.47088661789894104,loaded,False
0.395,0.4,0.3975,892,0.003989869263023138,0.023396698758006096,0.0,0.0,0.013230612501502037,0.0033258236944675446,0.018239565193653107,0.0,0.0,0.009817162528634071,0.934281051158905,0.9355625510215759,0.8367834687232971,0.9501305222511292,0.9999997019767761,-0.0017647588392719626,0.017634719610214233,-0.023356104269623756,-0.0031658411026000977,0.018298277631402016,-0.8343971967697144,1.0776692628860474,-1.6293209791183472,-0.9225346446037292,0.47028830647468567,loaded,False
0.4,0.405,0.4025,1096,0.004274122882634401,0.023746447637677193,0.0,0.0,0.014431971125304699,0.003087943885475397,0.016273731365799904,0.0,0.0,0.01127238292247057,0.9426214694976807,0.943785548210144,0.8560832738876343,0.9586194753646851,0.9999999403953552,-0.0037025257479399443,0.014082941226661205,-0.02249133586883545,-0.003454238176345825,0.007836773991584778,-0.8009181618690491,1.1433488130569458,-1.8477346897125244,-0.8950214385986328,0.6340748071670532,loaded,False
0.405,0.41000000000000003,0.40750000000000003,646,0.0073720794171094894,0.028485260903835297,0.0,0.0,0.04337241128087044,0.005687282886356115,0.022897731512784958,0.0,0.0,0.032052259892225266,0.9324897527694702,0.9340801239013672,0.8321149945259094,0.94416344165802,1.0,-0.0021535945124924183,0.021341918036341667,-0.02435983717441559,-0.003320068120956421,0.036259472370147705,-1.1393567323684692,1.4672942161560059,-2.355165958404541,-1.2925602197647095,0.6803768873214722,loaded,False
0.41000000000000003,0.41500000000000004,0.41250000000000003,558,0.01128159649670124,0.04128217324614525,0.0,0.0,0.054910168051719666,0.008274002932012081,0.03361095115542412,0.0,0.0,0.03610725328326225,0.9426904916763306,0.9439966678619385,0.8546350002288818,0.9490934014320374,1.0000001192092896,-0.0013961829245090485,0.020644664764404297,-0.022901514545083046,-0.0021303296089172363,0.026515237987041473,-0.9042068123817444,1.5826420783996582,-2.962949514389038,-1.0461621284484863,1.2259122133255005,loaded,False
0.41500000000000004,0.42,0.4175,432,0.01645420491695404,0.07461035251617432,0.0,0.0,0.10768445581197739,0.011234728619456291,0.055420227348804474,0.0,0.0,0.07553472369909286,0.9190322160720825,0.9207311272621155,0.8295886516571045,0.9173488616943359,1.0000001192092896,-0.004333383869379759,0.023607434704899788,-0.03248770907521248,-0.00536462664604187,0.02219090610742569,-1.453321099281311,1.9477787017822266,-3.3912479877471924,-1.5471019744873047,1.1616731882095337,loaded,False
0.42,0.425,0.4225,212,0.029681943356990814,0.11597370356321335,0.0,0.0,0.23655515909194946,0.021239573135972023,0.0778273195028305,0.0,0.0,0.20165760815143585,0.9027553200721741,0.905144989490509,0.7830748558044434,0.8993682861328125,1.000000238418579,-0.0030314382165670395,0.032559268176555634,-0.04301190376281738,-0.009418576955795288,0.07123702764511108,-1.4358717203140259,2.316148281097412,-4.060328960418701,-1.639831781387329,1.8286573886871338,loaded,False
0.425,0.43,0.4275,116,0.04065438732504845,0.13683782517910004,0.0,0.0,0.31514501571655273,0.03239186480641365,0.11268343031406403,0.0,0.0,0.20208561420440674,0.8614982962608337,0.8642218708992004,0.7816427946090698,0.8394973278045654,1.0000001192092896,-0.013364313170313835,0.04144534468650818,-0.043900683522224426,-0.02702292799949646,0.09423620998859406,-1.6938722133636475,2.507755994796753,-5.084616661071777,-1.5773401260375977,1.179043173789978,loaded,False
0.43,0.435,0.4325,12,0.4296388626098633,0.5434911251068115,0.0,0.5378303527832031,0.7842095494270325,0.24670380353927612,0.3054695725440979,0.0,0.32229912281036377,0.4201684892177582,0.9332053065299988,0.9384164214134216,0.7497872710227966,0.9999998211860657,1.000000238418579,0.018927032127976418,0.044178303331136703,-0.032179269939661026,2.980232238769531e-07,0.07678994536399841,-4.301973819732666,4.463502407073975,-6.633627891540527,-4.109036445617676,-2.7877132892608643,loaded,False
0.435,0.44,0.4375,2,0.7817342281341553,0.7817347645759583,0.7808740139007568,0.7817342281341553,0.7825943827629089,0.28201138973236084,0.28201237320899963,0.28134486079216003,0.28201138973236084,0.28267794847488403,1.0000003576278687,1.0000003576278687,1.0,1.0000003576278687,1.0000007152557373,2.682209014892578e-07,3.3979875979639473e-07,8.046627186786282e-08,2.682209014892578e-07,4.5597553821608017e-07,-4.625271797180176,4.625272274017334,-4.625463008880615,-4.625271797180176,-4.6250810623168945,loaded,False
0.0,0.005,0.0025,46,0.022750750184059143,0.06078711897134781,0.0,0.0,0.1501110941171646,0.022750750184059143,0.06078711897134781,0.0,0.0,0.1501110941171646,0.9245586395263672,0.9261611700057983,0.8266134858131409,0.9258476495742798,1.000000238418579,-0.009858709760010242,0.0226025078445673,-0.043660059571266174,-0.010471194982528687,0.025228455662727356,-2.0989229679107666,2.26489520072937,-3.406857967376709,-2.0024495124816895,-0.8468106389045715,final,True
0.005,0.01,0.0075,150,0.02397894486784935,0.061906132847070694,0.0,0.0,0.15133927762508392,0.02397894486784935,0.061906132847070694,0.0,0.0,0.15133927762508392,0.9291217923164368,0.9306284785270691,0.8329551815986633,0.9365125894546509,1.0000001192092896,-0.008201324380934238,0.021182263270020485,-0.03830559179186821,-0.009600222110748291,0.025270607322454453,-2.163480520248413,2.3310160636901855,-3.471785306930542,-2.147775173187256,-0.8431486487388611,final,True
0.01,0.015,0.0125,333,0.024554621428251266,0.06229482963681221,0.0,0.0,0.14965733885765076,0.024554621428251266,0.06229482963681221,0.0,0.0,0.14965733885765076,0.9307786226272583,0.9323028922080994,0.8325166702270508,0.9373129606246948,1.000000238418579,-0.007524132262915373,0.021230222657322884,-0.038634397089481354,-0.007859885692596436,0.02549114264547825,-2.2246756553649902,2.403660774230957,-3.5511012077331543,-2.145968437194824,-0.8343160152435303,final,True
0.015,0.02,0.0175,416,0.02406504936516285,0.06098854914307594,0.0,0.0,0.1513654887676239,0.02406504936516285,0.06098854914307594,0.0,0.0,0.1513654887676239,0.9312654733657837,0.932778537273407,0.832787036895752,0.9396653175354004,1.000000238418579,-0.007382571697235107,0.021142836660146713,-0.038618624210357666,-0.007095247507095337,0.025557056069374084,-2.27079439163208,2.4706404209136963,-3.676375150680542,-2.1250510215759277,-0.8257664442062378,final,True
0.02,0.025,0.0225,504,0.023129351437091827,0.058810554444789886,0.0,0.0,0.15203310549259186,0.023129351437091827,0.058810554444789886,0.0,0.0,0.15203310549259186,0.9290502667427063,0.9305717349052429,0.8310717344284058,0.9354350566864014,1.000000238418579,-0.009330488741397858,0.022220920771360397,-0.04629581421613693,-0.010675042867660522,0.025068292394280434,-2.307887077331543,2.5403785705566406,-3.8841114044189453,-2.0876526832580566,-0.8121210932731628,final,True
0.025,0.03,0.0275,840,0.02187737450003624,0.055930230766534805,0.0,0.0,0.15426237881183624,0.02187737450003624,0.055930230766534805,0.0,0.0,0.15426237881183624,0.9292608499526978,0.9307279586791992,0.8332312703132629,0.9349130392074585,1.000000238418579,-0.009281209670007229,0.021631702780723572,-0.04802116006612778,-0.01029437780380249,0.024900004267692566,-2.367304801940918,2.6514713764190674,-4.327907085418701,-2.035264015197754,-0.7876369953155518,final,True
0.03,0.035,0.0325,756,0.02123483456671238,0.054372258484363556,0.0,0.0,0.15066257119178772,0.02123483456671238,0.054372258484363556,0.0,0.0,0.15066257119178772,0.9287075996398926,0.9301670789718628,0.8298730850219727,0.9359530210494995,1.0000001192092896,-0.009852408431470394,0.021982863545417786,-0.04786945879459381,-0.01034778356552124,0.02447494864463806,-2.4168002605438232,2.7623860836029053,-4.764437198638916,-1.9771568775177002,-0.7686280012130737,final,True
0.035,0.04,0.037500000000000006,1008,0.01882009580731392,0.048673324286937714,0.0,0.0,0.14033670723438263,0.01882009580731392,0.048673324286937714,0.0,0.0,0.14033670723438263,0.9282364845275879,0.9296897053718567,0.8294505476951599,0.9323970079421997,1.000000238418579,-0.010444950312376022,0.023623885586857796,-0.04774057865142822,-0.010580956935882568,0.024453243240714073,-2.4531869888305664,2.8710451126098633,-5.33803653717041,-1.9062962532043457,-0.7397465705871582,final,True
0.04,0.045,0.042499999999999996,1176,0.013277966529130936,0.03595566377043724,0.0,0.0,0.09498800337314606,0.013277966529130936,0.03595566377043724,0.0,0.0,0.09498800337314606,0.9270994067192078,0.9285675883293152,0.8281065225601196,0.9241430759429932,1.0000001192092896,-0.011682859621942043,0.027114547789096832,-0.04728229343891144,-0.01066887378692627,0.02433834969997406,-2.4515979290008545,2.937319040298462,-5.6793012619018555,-1.81461501121521,-0.707563042640686,final,True
0.045,0.05,0.0475,1176,0.007197998929768801,0.021615516394376755,0.0,0.0,0.05743929743766785,0.007197998929768801,0.021615516394376755,0.0,0.0,0.05743929743766785,0.9276214241981506,0.929075300693512,0.8304769992828369,0.9249275326728821,1.000000238418579,-0.01123717986047268,0.025680959224700928,-0.04249885678291321,-0.011310398578643799,0.02337278425693512,-2.366865634918213,2.866445779800415,-5.666709899902344,-1.7112996578216553,-0.6746277213096619,final,True
0.05,0.055,0.052500000000000005,1428,0.010377699509263039,0.038271382451057434,0.0,0.0,0.0805676132440567,0.010377699509263039,0.038271382451057434,0.0,0.0,0.0805676132440567,0.9282621741294861,0.929623544216156,0.8323038816452026,0.927538275718689,1.0000001192092896,-0.010598946362733841,0.019862433895468712,-0.036715276539325714,-0.012300044298171997,0.01839151233434677,-2.1595346927642822,2.584510087966919,-4.911351203918457,-1.5843379497528076,-0.6382193565368652,final,True
0.055,0.06,0.057499999999999996,1344,0.01917724497616291,0.06290125846862793,0.0,0.0,0.18040359020233154,0.01917724497616291,0.06290125846862793,0.0,0.0,0.18040359020233154,0.9278793334960938,0.9291602373123169,0.8330487608909607,0.9268592596054077,1.0000001192092896,-0.010998893529176712,0.017309244722127914,-0.03401768207550049,-0.01337006688117981,0.012854417786002159,-1.8260290622711182,2.1012353897094727,-3.6466095447540283,-1.4407988786697388,-0.5974598526954651,final,True
0.06,0.065,0.0625,1680,0.018526827916502953,0.058490388095378876,0.0,0.0,0.17873528599739075,0.018526827916502953,0.058490388095378876,0.0,0.0,0.17873528599739075,0.9273250102996826,0.9285842180252075,0.8317524790763855,0.9243394136428833,1.000000238418579,-0.011568131856620312,0.017773710191249847,-0.03412085026502609,-0.014241993427276611,0.01570660062134266,-1.398797869682312,1.5416849851608276,-2.6103262901306152,-1.2508723735809326,-0.3988038897514343,final,True
0.065,0.07,0.0675,1932,0.009607220068573952,0.03436411917209625,0.0,0.0,0.08100754022598267,0.009607220068573952,0.03436411917209625,0.0,0.0,0.08100754022598267,0.9280949234962463,0.9293593764305115,0.8321420550346375,0.9249447584152222,1.0000001192092896,-0.010840050876140594,0.017475465312600136,-0.03153999522328377,-0.013792663812637329,0.018178313970565796,-0.9491724967956543,1.079306960105896,-1.703500747680664,-0.9969267845153809,-0.03447462618350983,final,True
0.07,0.075,0.07250000000000001,1848,0.0029283598996698856,0.012100289575755596,0.0,0.0,0.02404765412211418,0.0029283598996698856,0.012100289575755596,0.0,0.0,0.02404765412211418,0.9283955693244934,0.9295869469642639,0.8369802832603455,0.9271244406700134,0.9999998807907104,-0.010608951561152935,0.01637960411608219,-0.028060253709554672,-0.012908935546875,0.015956491231918335,-0.5757585763931274,0.8356885313987732,-1.142356038093567,-0.7567256689071655,0.9347333312034607,final,True
0.075,0.08,0.0775,2016,0.000940045400056988,0.004456459544599056,0.0,0.0,0.005840733647346497,0.000940045400056988,0.004456459544599056,0.0,0.0,0.005840733647346497,0.9285801649093628,0.9297202825546265,0.8425812721252441,0.9263814687728882,0.9999995231628418,-0.010525603778660297,0.01511976309120655,-0.02558809518814087,-0.012932777404785156,0.010422185063362122,-0.2797293961048126,0.7688505053520203,-0.8265907168388367,-0.5741882920265198,1.5500391721725464,final,False
0.08,0.085,0.0825,1998,0.0004366967477835715,0.0021577831357717514,0.0,0.0,0.0018239124910905957,0.0004366967477835715,0.0021577831357717514,0.0,0.0,0.0018239124910905957,0.9279621243476868,0.9290323853492737,0.8448730111122131,0.9255776405334473,0.9999993443489075,-0.01078824419528246,0.014279648661613464,-0.024312207475304604,-0.012838691473007202,0.007692784070968628,-0.06642908602952957,0.7808310985565186,-0.6130609512329102,-0.4286766052246094,1.8250683546066284,final,False
0.085,0.09,0.0875,2454,0.0002346803667023778,0.0013357661664485931,0.0,0.0,0.0,0.0002346803667023778,0.0013357661664485931,0.0,0.0,0.0,0.9288205504417419,0.9298606514930725,0.8479341268539429,0.9255441427230835,0.9998828768730164,-0.010762783698737621,0.013635929673910141,-0.022927895188331604,-0.012657225131988525,0.006142068188637495,0.13219712674617767,0.8301830887794495,-0.4539085626602173,-0.2789962887763977,2.0201170444488525,final,False
0.09,0.095,0.0925,2415,0.0001470170682296157,0.001008913735859096,0.0,0.0,0.0,0.0001470170682296157,0.001008913735859096,0.0,0.0,0.0,0.9276736974716187,0.9286863207817078,0.8456953167915344,0.9228700399398804,0.998088002204895,-0.010652970522642136,0.01309953909367323,-0.02107018232345581,-0.012234151363372803,0.005358982365578413,0.24694271385669708,0.8351085186004639,-0.3237493336200714,-0.16007572412490845,2.0969860553741455,final,False
0.095,0.1,0.0975,2625,7.525110413553193e-05,0.0005568127380684018,0.0,0.0,0.0,7.525110413553193e-05,0.0005568127380684018,0.0,0.0,0.0,0.9304996132850647,0.931458592414856,0.8524975180625916,0.925452470779419,0.996286928653717,-0.009800099767744541,0.01204545795917511,-0.01938711479306221,-0.010796070098876953,0.004344410263001919,0.37256330251693726,0.8571984767913818,-0.21177828311920166,-0.030022114515304565,2.155425548553467,final,False
0.1,0.105,0.10250000000000001,2604,3.937684959964827e-05,0.0003827261389233172,0.0,0.0,0.0,3.937684959964827e-05,0.0003827261389233172,0.0,0.0,0.0,0.9296241998672485,0.9305449724197388,0.8520396947860718,0.9269422292709351,0.9938521981239319,-0.009827976115047932,0.011483022943139076,-0.018324103206396103,-0.010451734066009521,0.0013157922076061368,0.4272189140319824,0.8335623145103455,-0.12907683849334717,0.08667074143886566,2.024329662322998,final,False
0.105,0.11,0.1075,3011,1.2934739061165601e-05,0.00016336784756276757,0.0,0.0,0.0,1.2934739061165601e-05,0.00016336784756276757,0.0,0.0,0.0,0.9300835132598877,0.9309553503990173,0.8530373573303223,0.9277634620666504,0.9947774410247803,-0.009233111515641212,0.010727050714194775,-0.016515880823135376,-0.01013195514678955,0.001533806324005127,0.46783003211021423,0.7996070981025696,-0.06741657853126526,0.18916279077529907,1.872615098953247,final,False
0.11,0.115,0.1125,2869,2.4836090233293362e-05,0.0002462794363964349,0.0,0.0,0.0,2.4836090233293362e-05,0.0002462794363964349,0.0,0.0,0.0,0.9316296577453613,0.9324615001678467,0.8566396236419678,0.9287003874778748,0.9964259266853333,-0.008139691315591335,0.009648230858147144,-0.015313565731048584,-0.009085416793823242,0.002282924484461546,0.5029937028884888,0.776969313621521,-0.03140866756439209,0.275537371635437,1.7789148092269897,final,False
0.115,0.12,0.1175,2940,1.421533124812413e-05,0.00015024225285742432,0.0,0.0,0.0,1.421533124812413e-05,0.00015024225285742432,0.0,0.0,0.0,0.9320744276046753,0.932860255241394,0.8627184629440308,0.9296791553497314,0.9961589574813843,-0.007569223642349243,0.00912894494831562,-0.015114715322852135,-0.008107990026473999,0.00237070769071579,0.5083797574043274,0.7340652942657471,-0.006967782974243164,0.334814190864563,1.6271474361419678,final,False
