radius_lower_m,radius_upper_m,radius_center_m,count,jp_mean,jp_rmse,jp_p05,jp_median,jp_p95,delta_jp_mean,delta_jp_rmse,delta_jp_p05,delta_jp_median,delta_jp_p95,det_f_mean,det_f_rmse,det_f_p05,det_f_median,det_f_p95,delta_det_f_mean,delta_det_f_rmse,delta_det_f_p05,delta_det_f_median,delta_det_f_p95,vertical_displacement_mm_mean,vertical_displacement_mm_rmse,vertical_displacement_mm_p05,vertical_displacement_mm_median,vertical_displacement_mm_p95,phase,inside_action_radius
0.38,0.385,0.3825,1664,0.000608710281085223,0.005940577015280724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9434792995452881,0.9443373084068298,0.8610597848892212,0.9541914463043213,0.9957967400550842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,False
0.385,0.39,0.3875,1213,0.0005839166697114706,0.005925105884671211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9362101554870605,0.9371895790100098,0.8494164943695068,0.9482645392417908,0.9934106469154358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,False
0.39,0.395,0.3925,1622,0.0007322736200876534,0.006758723873645067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9455015659332275,0.9463152885437012,0.8641056418418884,0.9574615359306335,0.995558500289917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,False
0.395,0.4,0.3975,892,0.0006640449282713234,0.006545978598296642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9360458254814148,0.9370542764663696,0.8514366745948792,0.9496046304702759,0.9925284385681152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,False
0.4,0.405,0.4025,1096,0.0011861792299896479,0.008622042834758759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463240504264832,0.9472146034240723,0.8671075701713562,0.9586910605430603,0.9994572401046753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,False
0.405,0.41000000000000003,0.40750000000000003,646,0.0016847968799993396,0.009330732747912407,0.0,0.0,0.0038130769971758127,0.0,0.0,0.0,0.0,0.0,0.9346433281898499,0.9358357787132263,0.8515218496322632,0.942024827003479,0.9999995827674866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,False
0.41000000000000003,0.41500000000000004,0.41250000000000003,558,0.0030075926333665848,0.013950880616903305,0.0,0.0,0.012724336236715317,0.0,0.0,0.0,0.0,0.0,0.9440866708755493,0.9450563192367554,0.8729270100593567,0.9495577812194824,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,False
0.41500000000000004,0.42,0.4175,432,0.005219476297497749,0.02630314603447914,0.0,0.0,0.008742115460336208,0.0,0.0,0.0,0.0,0.0,0.9233655333518982,0.9244610667228699,0.8498947024345398,0.9192653894424438,0.9999997019767761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,False
0.42,0.425,0.4225,212,0.008442370221018791,0.0457024872303009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9057867527008057,0.907341718673706,0.8104581832885742,0.901636004447937,0.9922036528587341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,False
0.425,0.43,0.4275,116,0.008262522518634796,0.03679795563220978,0.0,0.0,0.030965354293584824,0.0,0.0,0.0,0.0,0.0,0.8748626112937927,0.8761233687400818,0.8097668886184692,0.8644262552261353,0.9691897630691528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,False
0.43,0.435,0.4325,12,0.18293507397174835,0.2672879993915558,0.0,0.14779794216156006,0.5001488924026489,0.0,0.0,0.0,0.0,0.0,0.9142783284187317,0.9195061922073364,0.7805337905883789,0.9617486000061035,1.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,False
0.435,0.44,0.4375,2,0.49972277879714966,0.49972283840179443,0.4995291829109192,0.49972277879714966,0.4999164044857025,0.0,0.0,0.0,0.0,0.0,1.0000001192092896,1.0000001192092896,0.9999999403953552,1.0000001192092896,1.000000238418579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,initial,False
0.0,0.005,0.0025,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8457527160644531,0.8480587601661682,0.7592340707778931,0.8618993759155273,0.9293875098228455,-0.08866460621356964,0.11247941106557846,-0.18987786769866943,-0.06567591428756714,-0.04760715365409851,-6.472652912139893,7.621610164642334,-13.039325714111328,-5.570204734802246,-1.4505908489227295,loaded,True
0.005,0.01,0.0075,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8475303649902344,0.8499023914337158,0.7604706287384033,0.86295485496521,0.9326969385147095,-0.08979274332523346,0.11494006961584091,-0.1918696165084839,-0.0651313066482544,-0.04390237107872963,-6.695348262786865,7.824398994445801,-13.039312362670898,-6.187854290008545,-1.4411314725875854,loaded,True
0.01,0.015,0.0125,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8484978079795837,0.8509527444839478,0.7589420676231384,0.8645360469818115,0.9338467121124268,-0.08980483561754227,0.11541154235601425,-0.1927141398191452,-0.0651392936706543,-0.041260719299316406,-6.778134822845459,7.887895107269287,-13.038025856018066,-6.123990058898926,-1.4173076152801514,loaded,True
0.015,0.02,0.0175,416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496313095092773,0.8520393967628479,0.7606468200683594,0.865526020526886,0.9336788654327393,-0.0890166386961937,0.11442922055721283,-0.19287236034870148,-0.06404867768287659,-0.03942728042602539,-6.712202072143555,7.825686454772949,-13.028104782104492,-6.013588905334473,-1.3947430849075317,loaded,True
0.02,0.025,0.0225,504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8495936393737793,0.8519109487533569,0.762291669845581,0.8644030690193176,0.9307990074157715,-0.08878707885742188,0.1133103221654892,-0.1903088539838791,-0.06564649939537048,-0.041051700711250305,-6.567959308624268,7.701308250427246,-13.010645866394043,-5.838046073913574,-1.362385630607605,loaded,True
0.025,0.03,0.0275,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8532100319862366,0.8553621172904968,0.7665780186653137,0.86674964427948,0.9378286600112915,-0.08533212542533875,0.10902897268533707,-0.18477435410022736,-0.06359702348709106,-0.038296062499284744,-6.408773899078369,7.555135250091553,-12.9806547164917,-5.618900299072266,-1.3041832447052002,loaded,True
0.03,0.035,0.0325,756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8580302596092224,0.860055148601532,0.771570086479187,0.8682130575180054,0.949032187461853,-0.08052971959114075,0.10303240269422531,-0.17524521052837372,-0.06352049112319946,-0.028971120715141296,-6.220550537109375,7.376535415649414,-12.920266151428223,-5.348076820373535,-1.259071707725525,loaded,True
0.035,0.04,0.037500000000000006,1008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8637609481811523,0.8656165599822998,0.7764959335327148,0.8707501888275146,0.9543928503990173,-0.07492047548294067,0.09591978043317795,-0.15299752354621887,-0.06043669581413269,-0.023493874818086624,-5.9870195388793945,7.145438194274902,-12.771215438842773,-5.094053268432617,-1.1955313682556152,loaded,True
0.04,0.045,0.042499999999999996,1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8688418865203857,0.8704079389572144,0.7804054617881775,0.8752850294113159,0.9506948590278625,-0.06994042545557022,0.08821587264537811,-0.14769312739372253,-0.0595422089099884,-0.02656535804271698,-5.678768157958984,6.819910526275635,-12.523670196533203,-4.709321975708008,-1.1231787204742432,loaded,True
0.045,0.05,0.0475,1176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8758013248443604,0.8768540024757385,0.7877029776573181,0.8786499500274658,0.9388067126274109,-0.06305725127458572,0.07452821731567383,-0.12475699186325073,-0.05661901831626892,-0.033381104469299316,-5.292384624481201,6.368049144744873,-11.917698860168457,-4.37126350402832,-1.0574440956115723,loaded,True
0.05,0.055,0.052500000000000005,1428,0.003668583696708083,0.022032326087355614,0.0,0.0,0.0,0.003668583696708083,0.022032326087355614,0.0,0.0,0.0,0.8872970342636108,0.888285756111145,0.7982271313667297,0.8838319778442383,0.968224287033081,-0.0515640527009964,0.057114169001579285,-0.07341540604829788,-0.053033918142318726,-0.01788749359548092,-4.787344455718994,5.721298694610596,-10.574296951293945,-3.995917797088623,-0.9871824383735657,loaded,True
0.055,0.06,0.057499999999999996,1344,0.01287709828466177,0.04802701994776726,0.0,0.0,0.13850341737270355,0.01287709828466177,0.04802701994776726,0.0,0.0,0.13850341737270355,0.8961049318313599,0.897293210029602,0.8174079656600952,0.887488603591919,0.9999998807907104,-0.04277339577674866,0.04762476682662964,-0.06688254326581955,-0.04833158850669861,0.007879058830440044,-4.171017169952393,4.8931169509887695,-8.417851448059082,-3.5992562770843506,-0.9195678234100342,loaded,True
0.06,0.065,0.0625,1680,0.014704875648021698,0.04956328496336937,0.0,0.0,0.15504200756549835,0.014704875648021698,0.04956328496336937,0.0,0.0,0.15504200756549835,0.9013792276382446,0.9026926755905151,0.8177985548973083,0.890651285648346,1.0,-0.03751388564705849,0.04328102618455887,-0.06145303323864937,-0.04422846436500549,0.01152756717056036,-3.4670157432556152,3.9626431465148926,-6.6147661209106445,-3.2133030891418457,-0.8302032947540283,loaded,True
0.065,0.07,0.0675,1932,0.008046896196901798,0.030358880758285522,0.0,0.0,0.07162725180387497,0.008046896196901798,0.030358880758285522,0.0,0.0,0.07162725180387497,0.9063501358032227,0.9076753258705139,0.8190131783485413,0.8960436582565308,0.9999999403953552,-0.03258484601974487,0.03808014467358589,-0.05386532098054886,-0.038802653551101685,0.010595668107271194,-2.7389473915100098,3.0509464740753174,-4.848245143890381,-2.682914972305298,-0.7343750596046448,loaded,True
0.07,0.075,0.07250000000000001,1848,0.0023737666197121143,0.010537082329392433,0.0,0.0,0.019139312207698822,0.0023737666197121143,0.010537082329392433,0.0,0.0,0.019139312207698822,0.9103067517280579,0.91154944896698,0.8251661658287048,0.9032646417617798,0.9999997615814209,-0.028697850182652473,0.03309405595064163,-0.04522494971752167,-0.033473312854766846,0.009378829039633274,-2.115600347518921,2.311199903488159,-3.553772211074829,-2.1142101287841797,-0.6545595526695251,loaded,True
0.075,0.08,0.0775,2016,0.0006724226986989379,0.0035054387990385294,0.0,0.0,0.00175209972076118,0.0006724226986989379,0.0035054387990385294,0.0,0.0,0.00175209972076118,0.9135065078735352,0.914704442024231,0.8311651945114136,0.9063856601715088,0.9999994039535522,-0.025599291548132896,0.02922321856021881,-0.04084204137325287,-0.03075656294822693,0.007537171244621277,-1.604315996170044,1.738769769668579,-2.683391809463501,-1.578338384628296,-0.5557553768157959,loaded,False
0.08,0.085,0.0825,1998,0.00024376658257097006,0.0013846619985997677,0.0,0.0,0.0,0.00024376658257097006,0.0013846619985997677,0.0,0.0,0.0,0.9153242707252502,0.9164600968360901,0.8345627784729004,0.9088218808174133,0.9991809129714966,-0.023426145315170288,0.026426009833812714,-0.03782765567302704,-0.027182400226593018,0.005170756950974464,-1.1879240274429321,1.2983402013778687,-1.9921382665634155,-1.2082830667495728,-0.34763243794441223,loaded,False
0.085,0.09,0.0875,2454,9.814288205234334e-05,0.0007880162447690964,0.0,0.0,0.0,9.814288205234334e-05,0.0007880162447690964,0.0,0.0,0.0,0.9183622002601624,0.9194839596748352,0.838093638420105,0.9121257662773132,0.9985021352767944,-0.02122119814157486,0.023990973830223083,-0.034189723432064056,-0.024583101272583008,0.00452928664162755,-0.8230340480804443,0.9474194645881653,-1.484747052192688,-0.8948538303375244,0.1302187442779541,loaded,False
0.09,0.095,0.0925,2415,5.288303145789541e-05,0.0005515578086487949,0.0,0.0,0.0,5.288303145789541e-05,0.0005515578086487949,0.0,0.0,0.0,0.918842613697052,0.9199339747428894,0.8363113403320312,0.9122437834739685,0.996422529220581,-0.01948418840765953,0.021934857591986656,-0.031805943697690964,-0.02221977710723877,0.0036469288170337677,-0.5288986563682556,0.6912158727645874,-1.0470863580703735,-0.648690402507782,0.520614504814148,loaded,False
0.095,0.1,0.0975,2625,4.364058895589551e-06,9.073472756426781e-05,0.0,0.0,0.0,4.364058895589551e-06,9.073472756426781e-05,0.0,0.0,0.0,0.9229750633239746,0.924007773399353,0.8440836071968079,0.9176998138427734,0.9944113492965698,-0.01732458733022213,0.019494840875267982,-0.028556454926729202,-0.019257843494415283,0.0012763043632730842,-0.28751352429389954,0.5322296023368835,-0.7022082805633545,-0.4525110125541687,0.817836582660675,loaded,False
0.1,0.105,0.10250000000000001,2604,2.768580998235848e-06,6.533413397846743e-05,0.0,0.0,0.0,2.768580998235848e-06,6.533413397846743e-05,0.0,0.0,0.0,0.923238217830658,0.9242266416549683,0.844227135181427,0.9208620190620422,0.9922422766685486,-0.01621396653354168,0.017825977876782417,-0.02621956542134285,-0.01731407642364502,-0.0013443848583847284,-0.11122681945562363,0.4487572908401489,-0.4680819809436798,-0.29497408866882324,0.9463030099868774,loaded,False
0.105,0.11,0.1075,3011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9247475862503052,0.925676167011261,0.8457738161087036,0.9231915473937988,0.9928463697433472,-0.014569052495062351,0.015932809561491013,-0.023042649030685425,-0.01577538251876831,-0.0009005069732666016,0.027166644111275673,0.41655275225639343,-0.3162361681461334,-0.15460699796676636,0.9954568147659302,loaded,False
0.11,0.115,0.1125,2869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927125871181488,0.9280057549476624,0.8500809669494629,0.9253348112106323,0.9938554167747498,-0.012643404304981232,0.013876295648515224,-0.02035616710782051,-0.013722836971282959,-0.00011693598935380578,0.1340525895357132,0.42185622453689575,-0.21651387214660645,-0.028226524591445923,1.0338248014450073,loaded,False
0.115,0.12,0.1175,2940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9281728267669678,0.9289988279342651,0.8568392992019653,0.926946222782135,0.993528425693512,-0.01147086638957262,0.012575232423841953,-0.018988218158483505,-0.012141376733779907,-0.00040880293818190694,0.19870829582214355,0.4229317903518677,-0.14393068850040436,0.07580406963825226,1.0053269863128662,loaded,False
0.12,0.125,0.1225,3192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9291422963142395,0.9299352765083313,0.8601564764976501,0.9288100004196167,0.9928086996078491,-0.01055353693664074,0.011551023460924625,-0.01792732998728752,-0.01080256700515747,-0.0018676724284887314,0.2445736825466156,0.42493346333503723,-0.09109675884246826,0.15300698578357697,0.9557403326034546,loaded,False
0.125,0.13,0.1275,3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9292564392089844,0.9300360679626465,0.860459566116333,0.9299020767211914,0.9923001527786255,-0.00953515712171793,0.010455635376274586,-0.01636735163629055,-0.009488701820373535,-0.0019995206966996193,0.2624227702617645,0.41257765889167786,-0.05688592791557312,0.20105578005313873,0.9016470909118652,loaded,False
0.13,0.135,0.1325,3824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9321990013122559,0.9329614043235779,0.8636826872825623,0.9330620765686035,0.9931434392929077,-0.008526363410055637,0.009454737417399883,-0.014961576089262962,-0.008488267660140991,-0.0015363723505288363,0.2906162440776825,0.41384565830230713,-0.03079250268638134,0.2464931458234787,0.8688814043998718,loaded,False
0.135,0.14,0.1375,3444,4.3478218003656366e-07,1.8255617760587484e-05,0.0,0.0,0.0,4.3478218003656366e-07,1.8255617760587484e-05,0.0,0.0,0.0,0.9316922426223755,0.9324530363082886,0.8632568717002869,0.9321568012237549,0.9924505949020386,-0.008200667798519135,0.009103432297706604,-0.014687332324683666,-0.008141547441482544,-0.0016218016389757395,0.28428852558135986,0.3904494643211365,-0.015013664960861206,0.2607945203781128,0.7939342856407166,loaded,False
0.14,0.145,0.14250000000000002,3528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9321924448013306,0.9329494833946228,0.8654804229736328,0.9322371482849121,0.991812527179718,-0.007765557151287794,0.008609668351709843,-0.013762399554252625,-0.007756620645523071,-0.0014102135319262743,0.2795267701148987,0.37197521328926086,-0.003124028444290161,0.26809796690940857,0.7367717027664185,loaded,False
0.145,0.15,0.1475,3899,3.001699866445051e-08,1.8743205600912916e-06,0.0,0.0,0.0,3.001699866445051e-08,1.8743205600912916e-06,0.0,0.0,0.0,0.9325118660926819,0.9332721829414368,0.8650954961776733,0.9321439266204834,0.9924725890159607,-0.00703925546258688,0.007846401073038578,-0.012598216533660889,-0.007196307182312012,-0.0008563294541090727,0.2708369791507721,0.3529326319694519,0.0048264870420098305,0.2712830901145935,0.6814714670181274,loaded,False
0.15,0.155,0.1525,4081,1.0302894537517204e-07,6.581767593161203e-06,0.0,0.0,0.0,1.0302894537517204e-07,6.581767593161203e-06,0.0,0.0,0.0,0.9340410828590393,0.9347702860832214,0.8649678230285645,0.933443009853363,0.9922361373901367,-0.0065128686837852,0.007331824861466885,-0.011829912662506104,-0.006695747375488281,-0.0003012418746948242,0.2655489146709442,0.3372649550437927,0.009410083293914795,0.27179718017578125,0.6253733038902283,loaded,False
0.155,0.16,0.1575,4252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9334816932678223,0.9342344999313354,0.8604727983474731,0.9328800439834595,0.9932321310043335,-0.006141523830592632,0.006944501772522926,-0.011128062382340431,-0.006311178207397461,-0.0003601265198085457,0.25258612632751465,0.31894272565841675,0.012566521763801575,0.2678465247154236,0.5818902254104614,loaded,False
0.16,0.165,0.1625,4150,6.180313505410595e-08,3.9813885450712405e-06,0.0,0.0,0.0,6.180313505410595e-08,3.9813885450712405e-06,0.0,0.0,0.0,0.9347096085548401,0.935458779335022,0.8617798089981079,0.9338161945343018,0.9937558174133301,-0.005987450480461121,0.0068644131533801556,-0.010987105779349804,-0.006260901689529419,8.083299326244742e-05,0.2493959367275238,0.30944398045539856,0.014565140008926392,0.26895850896835327,0.5424248576164246,loaded,False
0.165,0.17,0.1675,4205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9331335425376892,0.9339154362678528,0.853157639503479,0.9326642751693726,0.9938701391220093,-0.006047611590474844,0.006952133495360613,-0.01135252695530653,-0.006290018558502197,-0.0002834198821801692,0.23641498386859894,0.29544854164123535,0.016893446445465088,0.26300549507141113,0.5169481635093689,loaded,False
0.17,0.17500000000000002,0.17250000000000001,4778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9342784285545349,0.935034453868866,0.8620144128799438,0.9331642985343933,0.9939367175102234,-0.005886465776711702,0.006744685582816601,-0.01102476753294468,-0.0061074793338775635,-0.0002865077694877982,0.23491933941841125,0.29142963886260986,0.016628578305244446,0.26141291856765747,0.49834302067756653,loaded,False
0.17500000000000002,0.18,0.1775,4659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9351929426193237,0.9359629154205322,0.8651324510574341,0.9352739453315735,0.9945396780967712,-0.005776369944214821,0.006689732428640127,-0.011039108037948608,-0.00603562593460083,0.00011686721700243652,0.2331087589263916,0.2879425287246704,0.01394078228622675,0.25889649987220764,0.4839012622833252,loaded,False
0.18,0.185,0.1825,4916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9350986480712891,0.9358829259872437,0.8657442331314087,0.9344114065170288,0.9947562217712402,-0.005622535478323698,0.006662225350737572,-0.011116653680801392,-0.005943715572357178,0.0008155703544616699,0.2275908887386322,0.2831074297428131,0.012520700693130493,0.2544671297073364,0.4739217758178711,loaded,False
0.185,0.19,0.1875,4664,1.929025472691137e-07,7.963810276123695e-06,0.0,0.0,0.0,1.929025472691137e-07,7.963810276123695e-06,0.0,0.0,0.0,0.9340906143188477,0.9349003434181213,0.8649978637695312,0.9331473112106323,0.9953093528747559,-0.005833435337990522,0.006871290039271116,-0.011717674322426319,-0.006059736013412476,0.000704494770616293,0.2184365838766098,0.2748289406299591,0.009872019290924072,0.24726428091526031,0.4629102647304535,loaded,False
0.19,0.195,0.1925,5110,2.2412402813642984e-06,5.435118873720057e-05,0.0,0.0,0.0,2.2412402813642984e-06,5.435118873720057e-05,0.0,0.0,0.0,0.9328391551971436,0.9336512684822083,0.8572890162467957,0.9312702417373657,0.9949719905853271,-0.00596955930814147,0.007108819205313921,-0.012210598215460777,-0.006113886833190918,0.0010788317304104567,0.20884591341018677,0.2662927806377411,0.007661804556846619,0.24000555276870728,0.45235148072242737,loaded,False
0.195,0.2,0.1975,5347,8.01641999714775e-06,0.00011973075743298978,0.0,0.0,0.0,8.01641999714775e-06,0.00011973075743298978,0.0,0.0,0.0,0.9354699850082397,0.9363006949424744,0.8644221425056458,0.9344569444656372,0.9959979057312012,-0.005994498264044523,0.007162892259657383,-0.01252550445497036,-0.005975186824798584,0.0010911212302744389,0.21545620262622833,0.27185752987861633,0.0027462842408567667,0.243406742811203,0.45926570892333984,loaded,False
0.2,0.20500000000000002,0.2025,5211,9.41704729484627e-06,0.00011955008085351437,0.0,0.0,0.0,9.41704729484627e-06,0.00011955008085351437,0.0,0.0,0.0,0.9349650144577026,0.935795247554779,0.8632519245147705,0.934113085269928,0.9964470863342285,-0.00611239904537797,0.0073249307461082935,-0.012446880340576172,-0.006224632263183594,0.0011942088603973389,0.20610570907592773,0.2624680697917938,-0.0004023313522338867,0.23656710982322693,0.4459840655326843,loaded,False
0.20500000000000002,0.21,0.20750000000000002,5517,1.2087141840311233e-05,0.00015063532919157296,0.0,0.0,0.0,1.2087141840311233e-05,0.00015063532919157296,0.0,0.0,0.0,0.9341102838516235,0.9349606037139893,0.8610997200012207,0.9331376552581787,0.9964203834533691,-0.006031208671629429,0.007273518946021795,-0.012427806854248047,-0.006252944469451904,0.0013216105289757252,0.1971619576215744,0.25521743297576904,-0.003394484054297209,0.23054704070091248,0.4395017623901367,loaded,False
0.21,0.215,0.2125,5308,1.759673068590928e-05,0.00020447246788535267,0.0,0.0,0.0,1.759673068590928e-05,0.00020447246788535267,0.0,0.0,0.0,0.9332830309867859,0.9341839551925659,0.8488604426383972,0.93370521068573,0.9967974424362183,-0.006319263018667698,0.0075503322295844555,-0.012816503643989563,-0.006517350673675537,0.0012200563214719296,0.18733292818069458,0.24681980907917023,-0.0070679932832717896,0.22241845726966858,0.4341028332710266,loaded,False
0.215,0.22,0.2175,5939,2.6138521207030863e-05,0.00025384320179000497,0.0,0.0,0.0,2.6138521207030863e-05,0.00025384320179000497,0.0,0.0,0.0,0.9331031441688538,0.9339764714241028,0.8611295819282532,0.9334408044815063,0.9967198371887207,-0.006383945234119892,0.007642108015716076,-0.013098197989165783,-0.006386697292327881,0.0012093428522348404,0.17968903481960297,0.23980562388896942,-0.010283291339874268,0.21677836775779724,0.42829373478889465,loaded,False
0.22,0.225,0.2225,5807,3.180417843395844e-05,0.0002938907127827406,0.0,0.0,0.0,3.180417843395844e-05,0.0002938907127827406,0.0,0.0,0.0,0.9341039061546326,0.9350007176399231,0.8617041110992432,0.9358550906181335,0.9969010949134827,-0.006337024737149477,0.007549778558313847,-0.013110172934830189,-0.006427347660064697,0.0012637665495276451,0.17586183547973633,0.23679018020629883,-0.014141201972961426,0.2147294580936432,0.4233555793762207,loaded,False
0.225,0.23,0.2275,5819,4.550979065243155e-05,0.0003770391340367496,0.0,0.0,0.0,4.550979065243155e-05,0.0003770391340367496,0.0,0.0,0.0,0.9336951375007629,0.9345638751983643,0.8623639941215515,0.9349575042724609,0.9966023564338684,-0.0063134441152215,0.007485215552151203,-0.01278349757194519,-0.006434500217437744,0.0010624607093632221,0.16178683936595917,0.22417926788330078,-0.018890202045440674,0.2003796398639679,0.41189172863960266,loaded,False
0.23,0.23500000000000001,0.2325,6273,4.8343761591240764e-05,0.00043005761108361185,0.0,0.0,0.0,4.8343761591240764e-05,0.00043005761108361185,0.0,0.0,0.0,0.9341254830360413,0.9350010752677917,0.8632684350013733,0.9364854097366333,0.9965218305587769,-0.006001381669193506,0.007170483004301786,-0.012264693155884743,-0.006089329719543457,0.000947760883718729,0.15480054914951324,0.21802163124084473,-0.025300681591033936,0.19684433937072754,0.40601247549057007,loaded,False
0.23500000000000001,0.24,0.2375,6163,7.63027201173827e-05,0.0006115999422036111,0.0,0.0,0.0,7.63027201173827e-05,0.0006115999422036111,0.0,0.0,0.0,0.93437659740448,0.935270369052887,0.86374431848526,0.9371837377548218,0.9960634112358093,-0.005713174119591713,0.00687384745106101,-0.011921649798750877,-0.00570148229598999,0.00078834273153916,0.1427268236875534,0.20885159075260162,-0.03068000078201294,0.17229467630386353,0.3997443914413452,loaded,False
0.24,0.245,0.2425,6596,8.03697039373219e-05,0.000656631076708436,0.0,0.0,0.0,8.03697039373219e-05,0.000656631076708436,0.0,0.0,0.0,0.9344602823257446,0.9353412389755249,0.8635356426239014,0.9372209310531616,0.9954543113708496,-0.005712279584258795,0.006819667760282755,-0.011629417538642883,-0.005777478218078613,0.0005890130996704102,0.13349932432174683,0.1999504566192627,-0.03528967499732971,0.14261342585086823,0.3881910741329193,loaded,False
0.245,0.25,0.2475,6359,8.267225348390639e-05,0.000678287644404918,0.0,0.0,0.0,8.267225348390639e-05,0.000678287644404918,0.0,0.0,0.0,0.9358465075492859,0.936739444732666,0.8636630177497864,0.9391632676124573,0.9955127835273743,-0.0054699997417628765,0.006606702227145433,-0.011391544714570045,-0.0055408477783203125,0.0006975368596613407,0.12413877993822098,0.19195564091205597,-0.041947513818740845,0.11822767555713654,0.3793018162250519,loaded,False
0.25,0.255,0.2525,6353,8.373503806069493e-05,0.0007375096902251244,0.0,0.0,0.0,8.373503806069493e-05,0.0007375096902251244,0.0,0.0,0.0,0.9346869587898254,0.9355844259262085,0.8599364757537842,0.9375901222229004,0.9950307607650757,-0.005285303574055433,0.0064269499853253365,-0.011265766806900501,-0.005309700965881348,0.0007854562718421221,0.10564115643501282,0.17623934149742126,-0.04931837320327759,0.07357820868492126,0.3607950806617737,loaded,False
0.255,0.26,0.2575,6833,7.240601553348824e-05,0.0006734078051522374,0.0,0.0,0.0,7.240601553348824e-05,0.0006734078051522374,0.0,0.0,0.0,0.9339261651039124,0.9348214864730835,0.8513662815093994,0.9347915649414062,0.9944812059402466,-0.005220488179475069,0.006371024064719677,-0.011220765300095081,-0.005189716815948486,0.0006972786504775286,0.09375308454036713,0.16788774728775024,-0.05916953086853027,0.028815120458602905,0.34866300225257874,loaded,False
0.26,0.265,0.2625,7010,8.277821325464174e-05,0.000763996213208884,0.0,0.0,0.0,8.277821325464174e-05,0.000763996213208884,0.0,0.0,0.0,0.9367145895957947,0.9375849962234497,0.8609373569488525,0.9403951168060303,0.9947357773780823,-0.004888221621513367,0.006054904777556658,-0.01077155489474535,-0.004839420318603516,0.0009426850010640919,0.08596578985452652,0.16116318106651306,-0.07096827030181885,0.03156810998916626,0.32777565717697144,loaded,False
